                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1389,                 3.1094,                0.12867,                0.82143,                 2.8656,                0.89083,                0.85973,                0.90145,                0.38643,                0.86341,                0.80169,                 0.8066,                0.36327,                 2.1059,                 2.9589,                0.13778,                 0.7845,                 2.7527,               0.067544,             3.2456e-08,             3.2456e-08
